run_id,temperature,pressure,o2,faulty,temperature_iqr_outlier,temperature_zscore_outlier,pressure_iqr_outlier,pressure_zscore_outlier,o2_iqr_outlier,o2_zscore_outlier
2,494.2623901367,-50.4612998962,4.5178999901,0,True,True,False,False,False,False
2,499.2793884277,-51.2673988342,5.2701997757,0,True,True,False,False,False,False
2,503.7897033691,-51.4874000549,4.6816000938,0,True,True,False,False,False,False
2,508.2904052734,-51.8736991882,4.8034000397,0,True,True,False,False,False,False
2,513.8082275391,-51.2513008118,5.1982998848,0,True,True,False,False,False,False
2,519.1622924805,-51.8394012451,4.9186000824,0,True,True,False,False,False,False
2,524.3331298828,-50.9822006226,4.9527997971,0,True,True,False,False,False,False
2,526.9813232422,-51.7121009827,4.573800087,0,True,True,False,False,False,False
2,529.1466064453,-51.3638000488,4.9608001709,0,True,True,False,False,False,False
2,535.3292236328,-51.629901886,4.984000206,0,True,True,False,False,False,False
2,540.6243896484,-52.1876983643,4.9191999435,0,True,True,False,False,False,False
2,547.8096923828,-52.7778015137,4.7077999115,0,True,False,False,False,False,False
2,546.8869018555,-52.4944000244,4.9632000923,0,True,False,False,False,False,False
2,553.2670288086,-52.6254005432,4.8475999832,0,True,False,False,False,False,False
2,559.5015258789,-52.8597984314,4.7266001701,0,True,False,False,False,False,False
2,562.2944946289,-53.2448005676,4.9243998528,0,True,False,False,False,False,False
2,561.8358154297,-53.0078010559,4.6925997734,0,True,False,False,False,False,False
2,572.3820800781,-52.646900177,4.6929001808,0,True,False,False,False,False,False
2,574.7376098633,-53.9112014771,4.829199791,0,True,False,False,False,False,False
2,576.7822265625,-53.356098175,4.6665000916,0,True,False,False,False,False,False
2,582.5955810547,-52.8111000061,4.7522001266,0,True,False,False,False,False,False
2,584.6148071289,-52.8707008362,4.8859000206,0,True,False,False,False,False,False
2,588.4125976562,-52.9305000305,4.6075000763,0,True,False,False,False,False,False
2,591.6246948242,-53.4121017456,4.6013998985,0,True,False,False,False,False,False
2,597.5202026367,-53.1534004211,4.7396998405,0,True,False,False,False,False,False
2,597.7459106445,-53.0825996399,4.5822000504,0,True,False,False,False,False,False
2,598.0770263672,-53.4888000488,4.4148001671,0,True,False,False,False,False,False
2,606.3355712891,-53.6646995544,4.5869998932,0,True,False,False,False,False,False
2,612.2642211914,-53.6409988403,4.7841000557,0,True,False,False,False,False,False
2,610.857421875,-53.1682014465,4.8143000603,0,True,False,False,False,False,False
2,616.4362182617,-53.5144004822,4.5984997749,0,True,False,False,False,False,False
2,619.5922851562,-53.0634002686,4.516699791,0,True,False,False,False,False,False
2,622.3129882812,-52.3895988464,4.6219000816,0,True,False,False,False,False,False
2,629.7828979492,-53.0442008972,4.291200161,0,True,False,False,False,False,False
2,628.8507080078,-51.4607009888,4.1006999016,0,True,False,False,False,False,False
2,634.2650756836,-53.2929000854,4.5753998756,0,True,False,False,False,False,False
2,633.2150268555,-52.1363983154,4.3329000473,0,True,False,False,False,False,False
2,640.0286254883,-52.4227981567,4.3091001511,0,True,False,False,False,False,False
2,638.9589233398,-51.8879013062,4.5833997726,0,True,False,False,False,False,False
